"6400802";0;"Quilo";1000
"6400802";1;"Unidade";140
"64009082";0;"Colher de Arroz";55
"64009082";0;"Colher de Sopa";35
"64009082";0;"Grama";1
"64009082";1;"Pedaço";50
"64009082";0;"Porção";70
"64009082";0;"Quilo";1000
"64009085";0;"Grama";1
"64009085";1;"Porção";70
"64009085";0;"Quilo";1000
"64009087";1;"Colher de Sopa";35
"64009087";0;"Grama";1
"64009087";0;"Quilo";1000
"640090813";1;"Colher de Sopa";35
"640090813";0;"Grama";1
"640090813";0;"Quilo";1000
"64010011";0;"Colher de Arroz";22
"64010011";0;"Colher de Sopa";11
"64010011";0;"Escumadeira";22
"64010011";0;"Fatia";4
"64010011";0;"Grama";1
"64010011";0;"Pegador";11
"64010011";0;"Porção";90
"64010011";0;"Quilo";1000
"64010011";0;"Rodela";12.5
"64010011";1;"Unidade";25
"64010012";0;"Colher de Sopa";11
"64010012";0;"Grama";1
"64010012";0;"Pegador";11
"64010012";0;"Porção";90
"64010012";0;"Quilo";1000
"64010012";1;"Unidade";25
"640100112";0;"Grama";1
"640100112";0;"Pegador";11
"640100112";0;"Quilo";1000
"640100112";1;"Unidade";25
"64011011";0;"Colher de Arroz";38
"64011011";0;"Colher de Sobremesa";8
"64011011";1;"Colher de Sopa";16
"64011011";0;"Concha";76
"64011011";0;"Fatia";12
"64011011";0;"Grama";1
"64011011";0;"Pedaço";12
"64011011";0;"Pegador";16
"64011011";0;"Porção";42
"64011011";0;"Prato de Sobremesa";168
"64011011";0;"Quilo";1000
"64011011";0;"Rodela";12
"64011011";0;"Unidade";140
"64011012";0;"Colher de Arroz";38
"64011012";0;"Colher de Sobremesa";10
"64011012";0;"Colher de Sopa";20
"64011012";0;"Concha";76
"64011012";0;"Escumadeira";45
"64011012";0;"Fatia";12
"64011012";0;"Garfada";20
"64011012";0;"Grama";1
"64011012";0;"Metade";62.5
"64011012";0;"Pedaço";12
"64011012";0;"Pegador";20
"64011012";0;"Pires";84
"64011012";0;"Porção";43
"64011012";0;"Prato de Sobremesa";168
"64011012";0;"Prato Raso";168
"64011012";0;"Quilo";1000
"64011012";1;"Rodela";12
"64011012";0;"Unidade";125
"64011012";0;"Unidade Pequena";75
"64011012";0;"Xícara de Chá";84
"64011017";0;"Colher de Arroz";38
"64011017";1;"Colher de Sopa";20
"64011017";0;"Grama";1
"64011017";0;"Porção";43
"64011017";0;"Quilo";1000
"640110112";1;"Fatia";12
"640110112";0;"Grama";1
"640110112";0;"Porção";43
"640110112";0;"Quilo";1000
"640110115";1;"Concha";130
"640110115";0;"Grama";1
"640110115";0;"Quilo";1000
"6401101";0;"Grama";1
"6401101";0;"Pedaço";12
"6401101";0;"Porção";42
"6401101";0;"Quilo";1000
"6401101";1;"Rodela";12
"64012011";0;"Banda";60
"64012011";0;"Colher de Arroz";40
"64012011";0;"Colher de Sobremesa";6
"64012011";1;"Colher de Sopa";12
"64012011";0;"Concha";48
"64012011";0;"Copo Americano";48
"64012011";0;"Copo Grande";96
"64012011";0;"Copo Médio";96
"64012011";0;"Escumadeira";48
"64012011";0;"Fatia";5
"64012011";0;"Grama";1
"64012011";0;"Pedaço";5
"64012011";0;"Pegador";12
"64012011";0;"Porção";38
"64012011";0;"Prato Raso";48
"64012011";0;"Quilo";1000
"64012011";0;"Rodela";5
"64012011";0;"Unidade";120
